mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,21st century classical,0.979333333,0.162883333,160297.6667,0.071316667,0.60683367,0.3616,-31.51433333,0.040566667,75.3365,0.103783333,27.83333333,6
1,432hz,0.49478,0.299333333,1048887.333,0.450678333,0.477761667,0.131,-16.854,0.076816667,120.2856667,0.22175,52.5,5
1,8-bit,0.762,0.712,115177,0.818,0.876,0.126,-9.18,0.047,133.444,0.975,48,7
1,a cappella,0.676557305,0.538961246,190628.5409,0.31643357,0.003003441,0.172254137,-12.47938742,0.08285144,112.110362,0.448248655,45.82007123,7
1,abstract,0.45921,0.516166667,343196.5,0.442416667,0.849666667,0.118066667,-15.47208333,0.046516667,127.88575,0.307325,43.5,1
1,abstract beats,0.342146667,0.623,229936.2,0.5278,0.333602612,0.099653333,-7.918,0.116373333,112.4138,0.493506667,58.93333333,10
1,abstract hip hop,0.243854063,0.694570937,231849.2342,0.646234642,0.024231263,0.16854292,-7.349327824,0.2142577,108.2449865,0.571390909,39.79070248,2
0,accordeon,0.323,0.588,164000,0.392,0.441,0.0794,-14.899,0.0727,109.131,0.709,39,2
1,accordion,0.446125,0.6248125,167061.5625,0.3734375,0.193738394,0.1603,-14.4870625,0.0785375,112.8724375,0.6586875,21.9375,2
0,acid house,0.067950538,0.6774,297188.0538,0.724403077,0.385891031,0.233488462,-9.3812,0.055855385,126.4920923,0.567676923,46.63846154,7
1,acid rock,0.256914508,0.447238993,259203.9143,0.580649295,0.150925677,0.230451463,-11.43307331,0.067599853,125.6595223,0.534447478,32.67595533,2
1,acid trance,0.00683,0.663,221160,0.925,0.703,0.185,-6.775,0.0449,132.687,0.843,62,9
1,acousmatic,0.917019106,0.420458285,185040.2596,0.238524342,0.616248413,0.261006182,-20.96456475,0.080617739,104.0746327,0.324447385,9.342524155,5
1,acoustic blues,0.761723539,0.606914772,204321.2509,0.360659295,0.098918136,0.183098214,-12.55490506,0.068815364,113.2845212,0.633785722,23.74606008,7
1,acoustic pop,0.490235026,0.535108317,235379.7836,0.476439922,0.03333828,0.157750499,-9.297247893,0.041770665,117.8874198,0.379415353,53.11550475,7
1,acoustic punk,0.404900022,0.53911157,192332.1185,0.615824151,0.061939951,0.209480624,-8.010774105,0.063570523,122.3084885,0.730518825,40.37649219,9
1,acoustic rock,0.613200794,0.524396825,195036,0.416002646,0.321474922,0.140518386,-10.54062037,0.034681085,122.6556627,0.380298677,51.10978836,7
0,action rock,0.229,0.412,198400,0.938,0.000259,0.106,-0.253,0.182,97.489,0.32,47,4
1,adoracion,0.432857143,0.504714286,302906.0714,0.52075,0,0.315985714,-8.010071429,0.038203571,130.7106786,0.311571429,46.39285714,9
1,adult standards,0.655648376,0.496327635,197331.5016,0.382053582,0.118193574,0.196776744,-12.22177628,0.053157818,113.3811766,0.499376181,31.63490211,0
1,adventista,0.784143333,0.5315,202876.65,0.319383333,7.45E-06,0.14129,-9.338766667,0.028986667,113.38845,0.514516667,27.26666667,6
1,afghan pop,0.410628571,0.651714286,326503.9286,0.651571429,0.000911163,0.087460714,-9.152178571,0.084414286,113.5947143,0.784107143,39.32142857,7
1,afghan traditional,0.958,0.440333333,278581.3333,0.323666667,0.400706667,0.177666667,-14.49766667,0.146033333,94.06966667,0.710666667,6.333333333,1
0,african percussion,0.327,0.600363636,289556.2727,0.789727273,0.257380691,0.127872727,-6.729636364,0.079709091,130.1315455,0.445727273,15.45454545,0
1,african reggae,0.2458,0.753,267673.375,0.662125,0.003534624,0.111225,-7.446875,0.05889375,116.5645,0.771,45.8125,7
